,score
mean_scl_Q3,0.5470274076354301
mean_scl_Q1,0.41724309513270147
mean_SWLS_Q1,0.3687199803633335
mean_SWLS_Q3,0.3547503687141268
mean_RSS_Q3,0.3119906530351589
mean_RSS_Q1,0.2937786760636203
mean_gse,0.29137585525309745
ss_bin,0.2882034459890309
income_father,0.28034601445143054
mean_anger,0.2697122694828746
mean_RSES,0.26539143898332807
ALE_bin_Q3,0.25874421506443107
income_mother,0.24416954595627538
LTH_of_MD_agg,0.23593376514887232
imm,0.23253892686400254
abuse_bin,0.2257770869646124
edu_bin,0.21544429875112442
