,score
CC1209,1.8297973354073782
CC1204,1.7711180157158073
AA1550,1.239072722347129
CC1202,1.2092688848407247
AA1552,1.1062808508601973
AA1125,1.0059338727114082
CC1237,0.8649213456818757
CC1206,0.7960685361229072
CC1196,0.6362879413326945
AA1536,0.6080086090539686
CC1227,0.6021200229494862
CC1245,0.6011312013090906
AA1548,0.5917933229127812
CC1247,0.5908199881641154
CC1200,0.5806909573694158
CC1243,0.5592761236991376
CC1225,0.5536258531308319
CC1208,0.553487144977095
AA1549,0.5406165052344445
CC1241,0.5014018640987692
AA1541,0.4803498087857081
CC1226,0.4736450993708849
CC1193,0.47000105877558473
CC1197,0.46221880024244805
CC1259,0.4612981947731918
AA1540,0.46125902632324384
CC1232,0.4527322381402301
CC1224,0.44855682208777414
CC1199,0.44698010846434183
AA1551,0.4383722684985817
AA1305,0.4375857787313472
AA1528,0.4338412443452715
CC1207,0.42828059465013096
CC1203,0.4250321100200034
AA1533,0.424326811716756
AA1538,0.4093946396826793
CC1194,0.4043381534783066
AA1530,0.3938014920909852
AA1534,0.38840327188783436
AA1535,0.38753692163776154
AA1529,0.3835894890972824
CC1205,0.38118482307305646
AA1539,0.37599815540324644
CC1274,0.3752445280741416
CC1231,0.36820572778311744
CC1258,0.3674877644352779
AA1537,0.36582345722936194
CC1201,0.3630654669108404
AA1532,0.35998876588255585
CC1228,0.35815259409794936
CC1195,0.3563024140955579
AA1527,0.35617411682839517
CC1198,0.35084734049435756
AA1531,0.35014486281005025
CC1229,0.3473720908195285
CC1192,0.346908474071775
AA1315,0.33830068393210766
CC1215,0.3376303196453674
CC1214,0.33581444969038554
CC1216,0.33515348612382667
CC1272,0.33110520400414656
AA1316,0.3293301024903211
CC1235,0.32839166061885616
CC1213,0.3281493087559243
CC1217,0.3249579945413471
AA1577,0.3203597302977346
AA1572,0.3199488874739774
CC1218,0.3187026386303028
CC1233,0.31835760321002
CC1253,0.31568643716701117
CC1239,0.3143858522089957
CC1230,0.31433517976514797
AA1124,0.3121458590792548
CC1260,0.31061698204329774
CC1219,0.30881007578783426
AA1545,0.30716055339498577
CC1267,0.3055517185312799
CC1220,0.3018461643685317
CC1252,0.30164708288916947
AA1579,0.29749739037839584
CC1251,0.29269954363742756
CC1273,0.28821293453431207
CC1265,0.2859187440227497
CC1266,0.27815998014991855
