features,coef
AA85,-0.0
AA86,-0.004292059596726106
AA87,-0.0033927228290816696
AA88,-0.001233016261619367
AA89,0.0
AA93,0.0
AA94,-0.0002728852412571543
AA95,-0.0
AA96,-0.0059903925011953645
AA97,-0.0
AA98,0.0
AA100,0.0
AA101,-0.0
AA102,0.00338010811329948
AA103,0.0
AA104,0.025493441142635565
AA106,0.0015144170738508663
AA107,-0.0
AA108,0.005180652999083774
AA109,-0.0
AA110,-0.0
AA112,-0.0031340120140514334
AA113,0.0
AA114,-0.00423972850824905
AA115,0.0
AA116,-0.0
AA118,-0.0011313653607528825
AA119,-0.0
AA120,-0.0
AA121,-0.0
AA122,-0.0
AA124,0.0
AA125,-0.0
AA126,0.0016944924592698664
AA127,-0.00015702839904915925
AA128,-0.0
AA130,-0.0
AA131,-0.0
AA132,-0.0
AA133,-0.0003169800549776674
AA134,-0.0
AA136,-0.0
AA137,-0.0
AA138,0.002428029374279452
AA139,-0.0
AA140,0.0
AA142,-0.0
AA143,-0.0
AA144,-0.0
AA145,-0.0
AA146,0.0
AA147,-0.0
AA148,-0.0
AA149,0.0
AA150,-0.0
AA151,-0.0
AA152,0.0
AA153,0.0
AA154,0.0
AA155,0.0002391166435622469
AA156,-0.0
AA157,-0.0
AA158,0.0016059180530889714
AA159,0.006282564169815821
AA160,0.0
AA161,-0.0005651917376811985
AA162,0.001913905448133758
AA1123,0.0
AA1124,-0.0
AA1125,0.0037852697117763197
AA1126,0.00798759278633144
AA1127,-0.0
AA1132,0.014063336802525578
AA1133,0.0
AA1134,0.0
AA1135,0.00743846554535985
AA1136,-0.0
AA1137,0.004143377772418126
AA1138,0.009206676499752896
AA1139,0.00915555253070456
AA1140,0.0043512949297956635
AA1141,-0.0006642806699691642
AA1142,0.0010035022367540444
AA1143,0.0
AA1144,0.002983810141119144
AA1145,0.0
AA1146,-0.0
AA1147,0.0
AA1148,0.01679118942840467
AA1149,0.007529459907110474
AA1150,0.008841720340219558
AA1151,0.00546511384585867
AA1152,0.006096831114578417
AA1153,0.0017728369935621734
AA1157,0.0
AA1159,0.008264395672919627
AA1160,0.0
AA1166,0.0
AA1167,0.013339929455382062
AA1172,0.010088218943285645
AA1173,0.01285399195153265
AA1174,-0.0015144841611343985
AA1175,-0.010095523807992312
AA1176,-0.0
AA1177,-0.0
AA1178,-0.004330549116235363
AA1179,-0.009679534598085831
AA1180,-0.004746078873278539
AA1181,0.012068636887696901
AA1182,0.0034539048482838132
AA1183,-0.00011966531297449262
AA1184,-0.0
AA1185,0.010121712065170194
AA1186,0.015850872053640813
AA1187,0.006157412266704048
AA1188,0.008291113402847617
AA1189,-0.0
AA1190,0.0
AA1191,-0.0
AA1192,-0.0
AA1193,-0.005923959676017795
AA1194,0.009551861531202879
AA1293,0.0
AA1294,-0.0
AA1295,0.0
AA1296,0.010600900673181396
AA1297,0.000992022493137359
AA1298,-0.002021132667205954
AA1300,-0.0
AA1301,-1.611432542340396e-05
AA1302,-0.0
AA1303,0.00808598685174332
AA1304,-0.007447125565897887
AA1305,0.0
AA1309,0.0
AA1315,0.0054853364322917444
AA1316,0.0
AA1317,0.0
AA1318,0.0010263402683872128
AA1319,0.0
AA1320,0.0
AA1321,-0.0025489838912446756
AA1322,-0.0
AA1323,-0.0
AA1324,-0.0010055671973763524
AA1325,-0.0
AA1326,-0.00021368517614562562
AA1327,-0.014798464519136351
AA1328,0.0
AA1452,-0.002249763977057052
AA1453,0.0
AA1454,-0.0
AA1455,0.0
AA1456,0.0025445511444985858
AA1457,0.0
AA1458,0.0
AA1459,0.0
AA1460,0.002368391838227487
AA1461,-0.00759808884811221
AA1462,-0.0
AA1463,-0.0
AA1464,0.004880929885127215
AA1465,0.011872956309183221
AA1466,-0.0019713623053459273
AA1467,0.0
AA1468,-0.0
AA1469,-0.0
AA1470,0.0
AA1471,0.01208916613284019
AA1472,0.0036402842192892818
AA1473,0.0
AA1474,-0.0
AA1475,0.0
AA1476,-0.0
AA1477,-0.0012628798085773175
AA1478,-0.023879033661595335
AA1479,-0.015774196974759812
AA1480,-0.0
AA1481,-0.013408983569990417
AA1482,-0.009445801952856884
AA1483,0.0
AA1484,-0.003540864252720224
AA1485,-0.0
AA1486,0.0
AA1487,0.0
AA1488,0.0
AA1527,-0.0
AA1528,0.0007433911467078996
AA1529,0.0
AA1530,-0.0
AA1531,0.0
AA1532,-0.0
AA1533,-0.0
AA1534,-0.010110875486659615
AA1535,0.0
AA1536,0.0
AA1537,0.0009679827274583678
AA1538,0.0
AA1539,0.004386354560560391
AA1540,0.0
AA1541,0.0
AA1545,-0.0
AA1546,-0.0
AA1547,0.0
AA1548,0.002543984612621279
AA1549,0.011059315831575881
AA1550,0.004063617507645759
AA1551,0.0011002345308202338
AA1552,0.021388459877293386
AA1553,-0.0
AA1554,-0.0
AA1555,-0.0031892664774036943
AA1556,0.0
AA1557,0.009492509293513456
AA1558,-0.0
AA1559,-0.0011493654839380444
AA1560,-0.0
AA1561,-0.003370288144187297
AA1562,-0.008138175326947685
AA1563,0.026322606428982646
AA1564,0.007300508517542049
AA1565,-0.000230629183332686
AA1566,-0.0
AA1567,-0.0
AA1568,-0.0
AA1569,0.007079531166433566
AA1570,-0.0
AA1571,-0.0
AA1572,-0.004216376560907353
AA1573,-0.0
AA1574,-0.006807848913220232
AA1575,0.0
AA1576,0.013227241251601378
AA1577,0.0
AA1578,0.0
AA1579,0.0
CC909,-0.0
CC910,0.0
CC911,0.010275264301600648
CC912,-0.0
CC913,0.0
CC914,-0.0
CC915,-0.0
CC917,0.003820233485507417
CC918,0.0
CC919,0.0
CC920,-0.000784779019278673
CC921,0.0
CC922,0.0
CC923,-0.005213988973281642
CC924,0.0
CC925,-0.0
CC926,-0.0
CC927,-0.002948130766102429
CC928,-0.01170921432952805
CC929,-0.0
CC935,0.008863746908716654
CC936,0.0
CC937,0.004467487850243871
CC940,0.0
CC941,0.0023465123603772686
CC942,0.0
CC943,0.0
CC944,-0.0
CC945,0.0
CC946,0.008741438243835458
CC948,-0.0
CC949,0.0
CC950,0.0006788676700631508
CC951,0.013877842891526757
CC952,-0.0
CC953,-0.006720304775634998
CC954,0.010713436342299414
CC956,0.0
CC957,-0.0024175563949794254
CC958,0.0
CC959,0.008186344166316063
CC960,0.0
CC961,0.015623525348662407
CC962,-0.0
CC964,0.004577808071335085
CC965,0.0
CC966,0.009960948477841298
CC967,0.0
CC968,-0.0
CC969,-0.0030172954828605646
CC970,0.0
CC1067,-0.0
CC1068,-0.0
CC1069,-0.0
CC1070,-0.0
CC1071,0.011269167258235272
CC1072,0.0022073420469383427
CC1073,-0.0044311270780919175
CC1074,0.0
CC1156,-0.0040584164425585285
CC1157,0.0
CC1158,-0.0
CC1159,-0.006141611038790864
CC1160,-0.008627080270303318
CC1161,-0.0
CC1162,0.0
CC1163,-0.001237911276370168
CC1164,-0.0
CC1165,-0.0
CC1166,-0.0
CC1167,0.009669995883493205
CC1168,-0.003172590859434127
CC1169,0.02154514995064694
CC1170,0.0
CC1171,0.0
CC1172,0.01198411554693134
CC1173,0.0
CC1174,-0.0
CC1175,0.0
CC1176,0.0075479347080466205
CC1177,0.0
CC1178,-0.0010487121940559545
CC1179,-0.0
CC1180,-0.005339616455042314
CC1181,0.0
CC1192,-0.0
CC1193,0.0
CC1194,-0.0
CC1195,0.0039954068076804425
CC1196,-0.0
CC1197,0.0
CC1198,-0.0
CC1199,-0.0
CC1200,0.005442918701571344
CC1201,-0.0
CC1202,0.007079338794261552
CC1203,-0.0010171893343157463
CC1204,0.0
CC1205,-0.0
CC1206,0.0050736674305289975
CC1207,-0.0
CC1208,0.0
CC1209,0.0019839093101533963
CC1210,0.0
CC1211,-0.00740687616856862
CC1212,0.0
CC1213,0.0
CC1214,-0.0
CC1215,0.0
CC1216,-0.0
CC1217,-2.633948534330577e-05
CC1218,0.0
CC1219,0.002217140865994495
