,score
66,2.1714552113888885
257,2.1470141097894735
28,2.1259470140666665
193,2.103956761826087
137,2.0873704288888892
228,2.068256755702704
62,2.0506590381363634
152,2.0297135304210525
124,2.0286716562857143
79,2.0162706718571433
153,2.009992770166667
17,2.009677779575758
10,2.0074192628571432
233,2.0019045538684215
248,2.001525491388889
235,2.0002629499999998
21,1.9964242987812502
29,1.9890327784545456
22,1.9751355298780495
256,1.9708555169743596
143,1.970017867326666
20,1.9679910171428578
222,1.9657811893181822
268,1.9644285830769224
37,1.9443888277777777
16,1.9429429054761902
114,1.94097863875
50,1.9401198169230771
227,1.9353644402500003
183,1.923779368096774
103,1.9183306506666664
175,1.9132993223809527
244,1.9108622304999998
84,1.9101964729310341
201,1.9018589037499993
56,1.8981982922272733
82,1.8938340014705886
220,1.8927198889199996
93,1.887558506666667
45,1.8815312642105264
35,1.8777957209583331
121,1.8765462553749996
209,1.8726267794166664
240,1.8593252187272733
102,1.8562949789230765
61,1.8551010151304352
167,1.850236502535714
27,1.839326230625001
97,1.8392398351333334
216,1.8389257627307687
134,1.8375559831820512
150,1.8362273328947367
241,1.8331033419285718
135,1.8328365614687496
65,1.8324579957999998
155,1.8317007205263156
118,1.8277057547352944
142,1.8248271155862068
261,1.8247318954838712
213,1.8227830396764708
182,1.8202569371500001
249,1.8201873814285712
206,1.8145905981698118
161,1.8131423378499996
164,1.8121145369545453
57,1.8094056680666666
207,1.807869704347826
242,1.8062480846521742
6,1.8057759763499999
32,1.8010162390769229
136,1.7973307778461538
147,1.7967625094678574
202,1.7961840775200002
217,1.7952384948124998
112,1.79223866275
146,1.790768479970588
53,1.7891667868421053
14,1.7852459813636365
185,1.7852357208125005
258,1.783279074
31,1.782502654028571
70,1.7798199941379305
197,1.7785071632413791
243,1.77614493904
110,1.7757945843673468
34,1.7756958772799998
60,1.775479385653846
187,1.7744937158333334
30,1.7733424704062506
89,1.767871520909091
99,1.7662688122857142
218,1.7651375033076921
54,1.764940326692308
265,1.7581727947272725
245,1.75599530625
270,1.7555795152499996
203,1.7511327314827585
95,1.7499839924500002
8,1.7471984149459459
200,1.7451682646153843
140,1.7436579469999998
145,1.7417977867857142
43,1.7406807957368424
104,1.7401117291363635
0,1.7383151812130433
144,1.7381271398611111
269,1.7360792252962967
171,1.73593088637931
192,1.7318775791428573
40,1.730501430045454
38,1.7301377143076924
195,1.7288267532500001
151,1.7253307462307694
81,1.7225772429791677
138,1.7210037657083335
163,1.7203256551133335
189,1.7201974655789474
98,1.7185300592941177
190,1.717230851333333
259,1.7151934499583332
75,1.713375715994828
122,1.7067109210555556
91,1.7062895757142857
74,1.705899341979487
275,1.7058161384761905
128,1.7054627305
276,1.7024109614
246,1.7014393680000004
47,1.6994354519304347
7,1.698760597736842
180,1.6939888482173913
87,1.6909176306923077
234,1.689339160562069
18,1.689121374458333
59,1.6861087496499998
212,1.6850911903571428
154,1.6846417971999998
117,1.6833727291578946
15,1.6778432446250007
2,1.6775037427142856
214,1.674813466085715
179,1.6696346865384617
130,1.669565678157895
90,1.6690612953333333
177,1.6672821528636357
24,1.6656587262499998
176,1.6612255947218748
170,1.658133718115384
23,1.6570867094347823
271,1.6549097961612904
132,1.6542813971578947
96,1.6521553486551726
162,1.6481209
73,1.647903323
238,1.6466139535384612
51,1.6456264902799997
174,1.6451572828181817
94,1.6435128346153847
224,1.6420071471764703
44,1.6403580459999996
148,1.6396716566136362
272,1.6379414253913047
230,1.6365100556666665
274,1.6351169620192307
223,1.6330746229499997
63,1.6258729782
159,1.6252534916785717
126,1.6210049821599997
173,1.61959598037037
231,1.6195811187916662
198,1.6193952807857144
262,1.6189960795
107,1.6174273332105265
26,1.6165060572500003
133,1.6153094768809517
204,1.6134999515000001
67,1.6125697676785715
55,1.6100866338148148
210,1.608296668
239,1.608033198
264,1.6060629888333333
273,1.6041848404347825
247,1.6038745337000002
158,1.603873795291667
215,1.5995528744000003
166,1.5965551628523813
141,1.5964815280810811
181,1.5951834920555552
156,1.5942781287499999
208,1.5925006939166666
131,1.5923434841086959
69,1.5907088895
172,1.5891355822500002
46,1.5889199345333336
127,1.5887257289285714
41,1.5844610784999997
250,1.584417751221212
149,1.5842887563333334
42,1.5840657274666665
199,1.5811069543636365
125,1.578421712153846
186,1.5716344325384617
116,1.5702098660571429
252,1.567215437130435
168,1.5664551391111112
191,1.5641500098461536
184,1.5623649025625
33,1.557798194
3,1.5527942865882356
226,1.5506490074583332
105,1.5500268802105264
36,1.549511558111111
266,1.5487526769333335
92,1.548507190148148
229,1.54840893716875
115,1.5483224074545454
58,1.5463192586875
85,1.5443139086
52,1.5442413902421055
1,1.5426239248
251,1.541235392727273
160,1.5343833348947369
108,1.5314518656250002
254,1.5247614315882356
165,1.5241642875
71,1.521793536896552
78,1.5202433498666665
100,1.5175903647647058
232,1.5171440491052637
263,1.5120714585238095
120,1.5064677256625
39,1.5061765138590908
12,1.5030332398888888
277,1.4952321961176471
68,1.4928684901125
267,1.486417713047619
196,1.4846688564038462
194,1.4777032783076924
178,1.4667399634545455
255,1.455771204304348
48,1.4528997544999995
11,1.4520623796190475
139,1.449960747666667
64,1.4456878963888888
9,1.4393890621560002
205,1.4372583868
219,1.433097833866667
49,1.4304714622173913
260,1.4263248215357145
88,1.4204662543650002
113,1.42045799
236,1.4165666805294115
76,1.4162097818666666
72,1.4153653189999997
221,1.4114231463749998
253,1.4077185367894736
225,1.4063748806521736
157,1.405123736753846
237,1.4044114530999998
169,1.4014185844117648
5,1.3729117908500001
101,1.3537410168421053
86,1.353427651444444
83,1.3464780761785715
106,1.3442927088571428
80,1.3378172393333334
13,1.324778468465
4,1.3219051244933333
111,1.3185456804555553
25,1.2925447229
119,1.2789516529933331
19,1.2772431630857142
77,1.2692050965260868
109,1.2242934401428571
123,1.2135857620000001
211,1.2008360325833334
129,1.1597605865384613
188,1.0882313255
