features,coef
EE607,-0.012773987724728429
EE608,0.0004728216130458213
EE609,-0.003366338690954062
EE925,0.0009319431279730331
EE926,0.00300117513685652
EE927,-0.003486680086345849
EE928,0.004173588465227177
EE929,-0.0013467220163568298
EE930,-0.01288097417313224
EE931,-0.003104159705870981
EE932,-0.003818667382356933
EE933,-0.015737668403204803
EE934,0.0034930450217982153
EE935,0.017827077059915437
EE936,-0.009306068592679155
EE937,0.006528548309953693
EE938,-0.022016610617158313
EE939,-0.02528479623567664
EE940,-0.004415353719064407
EE941,-0.0010135340053140465
EE942,-0.002754409924481179
EE943,1.1017941574623733e-05
EE610,0.005685971267968023
EE611,-0.00444812312589532
EE612,-0.005350380903519554
EE613,-0.003932373986564497
EE614,-0.005320695913570278
EE615,0.01709846839333515
EE616,-0.00038765073150468486
EE617,-0.005972622103675858
EE618,-0.008125442540459318
EE619,-0.006967490910568441
EE620,0.0015591516728516689
EE621,-0.0064647549520130436
EE622,0.022392185096237572
EE634,0.0
EE635,-0.030240709716979
EE636,0.0
EE637,0.0011738320886368792
EE520,-0.004135514392655466
EE628,0.0002347744164515435
EE629,-0.013570520806700875
EE630,-0.002530148108279234
EE631,0.001098225025165945
EE632,0.023270020504847045
EE633,0.015518446103814771
EE623,-0.007217114297418273
EE624,0.009936415626257298
EE625,-0.0013725515917293236
EE626,-0.010372946191685262
EE627,-0.013149496422759411
EE649,0.007123638335537582
EE650,0.005037689206189182
EE651,-0.008056469379831404
EE652,0.03494746466039475
EE653,0.01096028630116623
EE654,-0.015883274439624586
EE655,-0.0
EE656,0.006604831182469167
EE657,0.012127985477918162
EE658,-0.006502440954344008
EE659,-0.0028022558534037474
EE660,0.012759637041466097
EE661,-0.004823931253806873
EE662,0.019005329596059013
EE663,-0.0020302069026270483
EE664,-0.00606015822161755
EE665,-0.00888751527480975
EE666,0.01594150870135096
EE667,0.011058046991837685
EE668,-0.014094322185119771
EE669,0.013673474598954394
EE670,-0.003958776430969316
EE403,-0.005105968192172494
EE404,-0.0036787972881931292
EE405,-0.00174077516071931
EE407,0.004466254815113257
EE408,0.004627779335184561
EE409,-0.0006641520879678253
EE410,0.010923302752011558
EE411,0.00906232232428571
EE412,0.011326151759144473
EE413,0.003173161066666332
EE414,0.0022353564445890687
EE415,-0.0006496481417924688
EE583,0.0012064241690193504
EE584,0.0028419621379656233
EE387,-0.003939156108807715
EE388,0.01108260619126824
EE386,0.0012350840826247712
EE392,0.011573178886332422
EE393,0.001204704822131709
EE394,-0.01995637114873123
EE398,-0.01870133904560609
EE399,0.004294574606019645
EE874,0.0017987259055114889
EE875,0.003472888375472835
EE876,0.007761407701343467
EE416,-0.004468880534875342
EE417,0.00787898722755497
EE418,0.0016992100399212862
EE419,-0.0018490839112562639
EE420,-0.0069860327065065396
EE421,0.0
EE422,0.0
EE423,0.0024991366000957755
EE424,-0.006849111000703291
EE425,0.001415021055817363
EE426,-0.014552149735553127
EE877,0.0009918000228086687
EE878,0.002211304426857094
EE435,-0.0032187278988935414
EE961,-0.0021715452557804276
EE903,0.008630829223681875
EE904,0.0006393819430762717
EE905,-0.00840993100762415
EE438,-0.0
EE439,0.01823049945200413
EE962,0.004366705809690431
EE442,0.0
EE446,-0.004001834501420346
EE447,-0.002791793914808454
EE448,0.004620351710288141
EE963,-0.005526017003488647
EE964,-0.009915717978167798
EE906,0.007258854896729372
EE440,-0.0018619311351468998
EE907,0.0
EE908,0.01322556403810219
EE909,0.0008683950198174443
EE466,-0.00215189888018578
EE467,0.0
EE468,0.0009570164417223402
EE469,0.00298074029772186
EE470,-0.0023051730893617344
EE471,-0.0
EE472,-0.0010619589112210127
EE473,-0.0032357912371176914
EE474,-0.0
EE475,0.0011409451958937305
EE476,0.0
EE477,-0.0
EE478,0.0
EE479,-0.00025982005179073984
EE480,0.00242805708511864
EE481,-0.001948580221757073
EE482,0.004412235621139284
EE483,0.004588184762967677
EE484,0.001789903308585411
EE485,0.0
EE486,0.004395389883999023
EE487,0.007675097687369586
EE488,-0.0
EE489,-0.0045745842440219515
EE490,-0.0008791885556751135
EE491,-0.0053506501891185925
EE492,-0.004778380377665033
EE493,0.0015997952070944809
EE494,-0.012107985385673762
EE495,0.0050723497022802065
EE916,-0.0005453511252741918
EE917,0.0005305205183864866
EE918,0.0011645071142216926
EE919,0.003149035687654574
EE920,0.0020086488180137796
EE921,-0.00021544603344892622
EE922,-0.002235595038927616
EE923,0.0010851980413751385
EE496,0.011627390994243205
EE497,0.01315918110589036
EE498,0.0019326321597553943
EE499,-0.0
EE507,-0.0036333679608215267
EE508,0.0008782077834281211
EE959,-0.013163632809628071
EE512,0.002289537626667063
EE513,-0.0011257802799196524
EE514,-0.004767742459023213
EE521,0.005001944465817385
EE522,-0.0085777444472715
EE572,-0.001648868755830032
EE573,-0.0036570441443731566
EE574,0.00623386122485219
EE575,0.0027844448739986643
EE576,-0.020589362779330583
EE577,0.013871173479647222
EE578,0.005159009666232836
EE579,-8.40363101704752e-05
EE580,0.012248920825246023
EE581,0.004759305875540615
EE582,0.0025018504534218156
EE603,0.0070958573451809104
EE604,-0.000674303978816926
EE605,-0.002362150378211512
EE606,-0.0033405916444563303
EE671,-0.003835194074592585
EE672,-0.007248430771863681
EE673,0.0139656843814243
EE674,0.014301575206192333
EE675,-0.00811009808382732
EE676,-0.007566386031610904
EE677,-0.005134557866215596
EE678,-0.04627030182355877
EE679,0.015505164052171156
EE680,-0.01759630495311845
EE681,0.005692584323576041
EE682,0.0
EE683,0.005631026986825867
EE684,-0.0026994760502746093
EE685,-0.008854686178993161
EE686,-0.01079589463870311
EE687,-0.014270773170199548
EE688,0.008193217978636551
EE689,-0.011356471666673182
EE690,-0.018063642875821007
EE691,0.0032797423160788384
EE692,0.00809271892210965
EE693,8.44032774189476e-05
EE694,0.005566704694857323
EE695,0.010281952541764937
EE696,0.131851192570958
