,features,coef
0,Unnamed: 0,0.0010788240814646431
1,AA1572,-0.025347861150231556
2,AA1577,-0.0005253078378277126
3,AA1579,0.016674888633555027
4,AA1532,-0.021330503817800134
5,AA1533,-0.002034413025193778
6,AA1534,-0.023272805296631904
7,AA1535,0.0032414877440110033
8,AA1536,-0.04532214326679817
9,AA1537,-0.00799004455821127
10,AA1538,0.004136386163016259
11,AA1539,0.03177755371866807
12,AA1540,0.00994665224718675
13,AA1541,0.03090408744737353
14,AA1545,-0.005651014243248827
15,AA1124,-0.003654144492980564
16,AA1125,0.03622298735063922
17,AA1305,0.02335954470967224
18,AA1315,0.016164304864284405
19,AA1316,-0.001962650401779939
20,AA1527,-0.009161387837845819
21,AA1528,0.004793824745530217
22,AA1529,-0.0265968450212261
23,AA1530,0.01280985746277067
24,AA1531,0.024142978356632316
25,CC1192,0.003824296692136478
26,CC1193,0.020094490686926425
27,CC1194,-0.024765961808977863
28,CC1195,0.00010767223019678813
29,CC1196,-0.03162766082490218
30,CC1197,0.027451221037799255
31,CC1198,-0.0034567906909148405
32,CC1199,0.0005749396693528197
33,CC1200,0.01546635210103955
34,CC1201,0.0010680161718183319
35,CC1224,0.01140229383376771
36,CC1225,-0.014566008361202656
37,CC1226,0.026662095154456722
38,CC1227,-0.04479333573373411
39,CC1228,0.006314477401865691
40,CC1251,0.04621170002856643
41,CC1252,0.02666467492307574
42,CC1253,0.02528608849130469
43,CC1258,-0.05218938563845594
44,CC1259,-0.009938533650890674
45,CC1260,-0.024090106754623093
46,CC1265,0.04280330602638327
47,CC1266,0.00803846915981074
48,CC1267,0.0201953579243768
49,CC1272,-0.014902091168822025
50,CC1273,-0.01110612045218229
51,CC1274,0.0008795474518801145
52,CC1216,-0.005047767633495737
53,CC1217,0.006237546800165959
54,CC1218,0.002460751284740893
55,CC1219,-0.01652406227802973
56,CC1220,0.01295137212613364
57,CC1213,-0.022423933814938957
58,CC1214,0.0056194869644791215
59,CC1215,0.004716332585284261
60,CC1229,-0.00019482210818193464
61,CC1230,0.01937677392278886
62,CC1231,-0.0077049994643549075
63,CC1232,0.008676069725536454
64,CC1233,0.004384973702403518
65,CC1235,-0.00658937713266731
66,CC1237,0.025218700271533143
67,CC1239,0.00010556107857647573
68,CC1241,0.015398215335740687
69,CC1243,0.014127719510194108
70,CC1245,0.011343847029163951
71,CC1247,0.022775357846380608
72,AA1548,0.024487529429606997
73,AA1549,0.0015406924623893176
74,AA1550,0.03289618162788843
75,AA1551,0.011017528946662303
76,AA1552,0.016604708492723805
77,CC1202,0.030215066361097057
78,CC1203,-0.024291934565370717
79,CC1204,0.04319830533983642
80,CC1205,-0.0028031346489955124
81,CC1206,0.0035605669201241603
82,CC1207,0.011015269604434816
83,CC1208,0.027355026441190436
84,CC1209,0.04719804124593157
