principal_comps,coef
0.0,0.04031437378906451
1.0,-0.009390170646335983
2.0,0.0059556000291229975
3.0,-0.02599862318233944
4.0,0.012369682373504819
5.0,0.002547715023357766
6.0,0.0005308508304555587
7.0,0.011330905708252676
8.0,-0.0007394573379586808
9.0,0.002404772655119366
10.0,-0.013323745076315896
11.0,-0.00951605892709085
12.0,-0.013870021755955236
13.0,0.015146381475683035
14.0,0.004123307108092477
15.0,-0.006383056774849195
16.0,0.0075504259409079994
17.0,0.0007898607346613455
18.0,-0.0034727678254192025
19.0,-0.005968482070720533
20.0,0.003470548232507576
21.0,0.0033053661411595143
22.0,-0.004227293322810846
23.0,0.005377167648821954
24.0,-0.00867493146444102
25.0,0.0050699654277429115
26.0,-0.0025705466535971312
27.0,0.009788121357379278
28.0,0.007260895360008379
29.0,0.00966114426098675
30.0,0.00622105504673812
31.0,0.0025493247722970618
32.0,-0.0043463569321762425
33.0,0.0001241795630454721
34.0,-0.003151762967201034
35.0,0.0002452079058084508
36.0,-0.0008002938024139952
37.0,0.0008809415115877909
38.0,0.013653254415040212
39.0,-0.006707840472300473
40.0,-0.005553586351221407
41.0,0.0041893717038959145
42.0,-0.003708376183457675
43.0,0.005863882662829212
44.0,-0.006622200202465577
45.0,0.0023620487312926096
46.0,0.009138273504146442
47.0,-0.013307163896920606
48.0,-0.000607119065467232
49.0,-0.004870153414373615
50.0,0.009806646521682484
51.0,0.011205906363118412
52.0,0.018169666142499256
53.0,0.003390421851183576
54.0,0.015379133819978724
55.0,-0.00770608211020452
56.0,0.001757427169198929
57.0,0.007812981765409309
58.0,0.0008797936078790893
59.0,-0.010427564435872574
60.0,-0.008901083112051636
61.0,-0.0031354106522272973
62.0,-0.0017758339060050705
63.0,-0.0008369674244467929
64.0,-0.002867082877304556
65.0,-0.01073670888589054
66.0,0.014792172098418016
67.0,-0.001986435331672051
68.0,-0.0021191577774567084
69.0,-0.00870182795345355
70.0,-0.0035502160130623716
71.0,-0.0020582759196716687
72.0,0.016690854424361634
73.0,0.003950868021716155
74.0,0.004003331191325623
75.0,0.0010565916772266126
76.0,-0.0018944062268432054
77.0,-0.004658074583672701
78.0,0.007091820826955434
79.0,-0.0031570132198149884
80.0,0.0011359094185293863
81.0,0.007238335357022292
82.0,0.003180549524240598
83.0,-0.007768827098075712
84.0,-0.001619725738788619
85.0,0.010429587825286916
86.0,0.008762499290514262
87.0,0.004106506955910633
88.0,0.01194555465938225
89.0,0.007773937673932281
90.0,-0.007818822556876766
91.0,-0.015987088312420104
92.0,-0.0071225913136824795
93.0,0.00013140303080063243
94.0,0.011933043157489994
95.0,0.0008819723066246612
96.0,-0.0006286261733919633
97.0,-0.0076898884196871815
98.0,-0.004436559885548956
99.0,-0.0004976828096229634
100.0,-0.005172113166951981
101.0,0.010886686057695973
102.0,0.004556757829773405
103.0,0.005744102734761156
104.0,-0.000285423943570852
105.0,-0.0031107950789003597
106.0,-0.006033681624188924
107.0,0.014939536795945884
108.0,0.00515901155674777
109.0,0.008449874268267814
110.0,0.0024375540527525976
111.0,0.0006278725785047214
112.0,0.006207507333591405
113.0,-0.0034589815413501837
114.0,-0.00677703469891417
115.0,0.00919996147047469
116.0,0.006251202851887606
117.0,-0.011908472892751515
118.0,-0.008390355584028779
119.0,-0.0065366410126787965
120.0,0.0018922086219087873
121.0,0.0020746324392701626
122.0,0.005083378311836726
123.0,0.006481783892498903
124.0,0.005522663000014213
125.0,-0.0005699555655527083
126.0,0.0051528071368836985
127.0,0.0022999451411901935
128.0,0.003988685049679939
129.0,0.006597179719831991
130.0,-0.002892318875810874
131.0,-0.003838351614258745
132.0,0.0039057655845602295
133.0,0.00970214941498676
134.0,-0.003205195599591319
135.0,0.0023366883774889047
136.0,0.003794137546462004
137.0,-0.00013631606999130207
138.0,-0.0017535225868461559
139.0,-0.011020083409288589
140.0,0.00529274568895425
141.0,0.01004072240671645
142.0,0.000640116008614253
143.0,-0.0016566756655158243
144.0,0.005789369002671186
145.0,-0.0003810072717600407
146.0,-0.0018890152985249035
147.0,-0.011518997727072936
148.0,-0.0019913004304769446
149.0,0.010177511899158664
150.0,-0.015932368226252915
151.0,-0.005076342492307826
152.0,-0.0078002548873536285
153.0,-0.002784421469455101
154.0,0.0034732163852166367
155.0,0.002216348998294328
156.0,0.0021908044541459294
157.0,0.006879953183730227
158.0,0.006099869380492332
159.0,0.0010828244626102188
160.0,-0.01013228419659258
161.0,0.001211521447850653
162.0,-0.0029336824202810235
163.0,0.0022795891762151586
164.0,-0.013527719608794845
165.0,0.004217788446924551
166.0,0.0011609038681606855
167.0,0.0032653215893059047
168.0,-0.007470449628594318
169.0,0.004154431711155338
170.0,0.003344920717034612
171.0,0.008817434114093269
172.0,0.004121337427239905
173.0,0.012235967171972702
174.0,0.0011317347516016005
175.0,0.004680063387228422
176.0,-0.005886726721779351
177.0,-0.0024598019078342203
178.0,-0.01383421045434266
179.0,0.011132055978251636
180.0,-0.002245507561718558
181.0,0.007365778797500211
182.0,0.007194536764496115
183.0,0.010251607695615873
184.0,-0.004327892495027306
185.0,0.00600977201277304
186.0,0.003220755035114489
187.0,-0.011407088482464469
188.0,-0.002936554485637074
189.0,-0.014515538546525274
190.0,0.00972765525834244
191.0,0.0007323474071184157
192.0,-0.008339298626180772
193.0,0.0009193795051683147
194.0,-0.0002310809682068485
195.0,-0.011213178886081402
196.0,-0.007207796831311754
197.0,-0.015196739567473009
198.0,0.004551634063725403
199.0,-0.013285865322143283
200.0,-0.0009859577935439228
201.0,0.0025520356579276007
202.0,0.0010231858751503396
203.0,0.00756803707443811
204.0,-4.474524641749362e-05
205.0,0.0051651374859501735
206.0,0.007494101031188033
207.0,0.025754138606440706
208.0,-0.0052919216076010855
209.0,0.01630462020227917
210.0,0.01666065259456465
211.0,-0.0056831889423401725
212.0,0.006790217664459388
213.0,0.0027290938056479235
214.0,0.009247249690496577
215.0,0.0016327698870444065
216.0,0.0029341898452952208
217.0,-0.009099937574025291
218.0,0.0008643393895594728
219.0,-0.0003327677311976236
220.0,-0.0034538601792028587
221.0,0.002030062478458192
222.0,-0.0035448626019111704
223.0,0.0012025346996143655
224.0,0.0157426146316783
225.0,-0.007607687929063613
226.0,0.005799677184317812
227.0,0.004307489485369548
228.0,-0.00406220610297215
229.0,-0.00022958704214561627
230.0,-0.010070631228589724
231.0,0.007905876542127259
232.0,0.012382861562082412
233.0,-0.0006740773880358912
234.0,0.010657306445372685
235.0,0.0007926845656343201
236.0,-0.006710497102691277
237.0,0.0015298765475875197
238.0,-0.008246984280982575
239.0,0.0008332265788650816
240.0,-0.011984737690600376
241.0,-0.0093543082270522
242.0,-0.0035069634998770786
243.0,0.010617265324566758
244.0,-0.017451358430477352
245.0,-0.004625494615288326
246.0,0.00022625247177194066
247.0,0.016451400071030103
248.0,0.015897854139098635
249.0,-0.0015601095147999822
250.0,-0.008302755804684127
251.0,-0.004260074302704829
252.0,0.003206867129217316
253.0,0.0018500760784453888
254.0,0.007858118186583
255.0,0.004028048505889808
256.0,0.018922906665211594
257.0,-0.0065974423671638525
