,score
AA1480,1.5443463687099475
AA1484,1.535419853029059
AA1473,1.1179502437193032
AA1472,0.9093958696090516
AA1482,0.6178612667540851
AA162,0.5060622636235678
CC1171,0.485795286359545
AA1465,0.46830097792754305
CC961,0.4450619595079796
AA1463,0.3928587510407915
AA1469,0.3503793558776126
AA1151,0.3419062320682275
AA1485,0.3037157527994493
CC962,0.28346954521426754
AA1483,0.282597625996475
CC953,0.27128071493035905
CC1202,0.25350443637294623
CC957,0.24999241550519774
CC1250,0.22505035059890824
AA1471,0.22285063907080135
AA1477,0.21983301830792581
CC965,0.21613869043726
AA1481,0.21323542412829843
CC970,0.20901924771232
AA1550,0.20574928886503446
AA1454,0.20265837837411987
CC1168,0.2002612145393735
AA1554,0.19740158571182007
CC1204,0.1920176406413192
AA1487,0.19191404631809483
CC1209,0.18910053602837837
AA1470,0.18738215143173986
CC956,0.1656091753198275
