features,coef
GG486,-0.003082055573739918
GG487,0.0046629760654613404
GG488,-0.0013773275192236853
GG491,-0.006738921260176937
GG492,0.004662687950495753
GG493,0.023468144684644858
GG494,0.010958967412851288
GG495,-0.016162445383178348
GG496,-0.0
GG497,0.007634107886686318
GG498,-0.0013533212483529365
GG499,-0.004290761092093557
GG500,0.010295529436221675
GG501,0.002099244862045347
GG502,-0.02803811385715652
GG606,-0.004148654043113229
GG607,-0.0017237235449898095
GG608,-0.033934008614069214
GG609,0.0034232765105451676
GG610,-0.008830907958093263
GG611,-0.00020157902302901244
GG509,-0.002241082070491889
GG510,-0.019676460850291202
GG511,-0.014352230859307282
GG512,0.04644936302933463
GG513,0.0026335332711327256
GG450,-0.0009492820334835276
GG451,0.0
GG449,0.03469323797222845
GG612,0.016519610484360327
GG613,-0.02758848211755925
GG614,-0.006192436674552233
GG615,0.007065335733526472
GG435,0.0012482894064116351
GG600,-0.016619758492770975
GG601,-0.0
GG602,-0.02017139852019585
GG603,-0.0008275774821066745
GG604,0.02042468332396261
GG605,0.020258187416430866
GG522,0.0009067033793952967
GG523,0.015097581147591577
GG524,0.005308354369866461
GG525,0.0060575560749523685
GG526,-0.0
GG527,-0.0
GG528,0.011421665500198675
GG529,0.009827721087585747
GG530,0.02677609848551071
GG531,-0.004772182059835864
GG532,-0.004609462506936461
GG533,0.01940459170443961
GG534,0.0034613220414560493
GG535,0.0064967036501325974
GG536,0.018773628040778038
GG537,0.0
GG538,0.014787546229497938
GG539,-0.006609221217970477
GG540,0.02747539398864274
GG541,0.012555897792384165
GG489,0.009209547485871092
GG490,0.004400334804392782
GG222,0.015873174262336177
GG223,0.0035657364067257637
GG224,-0.0019465825429102516
GG225,-0.0019166912089198672
GG237,0.0035927007615617597
GG238,0.0
GG239,0.0
GG240,-0.010302831264815815
GG241,-0.006848759098031446
GG242,-0.0
GG226,-0.019107589723764327
GG227,0.0004706280963904706
GG228,0.009050279945312666
GG229,0.01383088606711416
GG230,0.001907854330973901
GG383,-0.014085192064357311
GG384,-0.0022786331045354805
GG385,-0.0
GG390,0.0037951136247326633
GG391,-0.0016013769497643657
GG392,0.0
GG393,0.004663999679660264
GG394,0.0
GG395,-0.0
GG396,0.009554500472145925
GG397,-0.003480948958219333
GG597,-0.0009092302152809609
GG27,0.006834406145646172
GG28,-0.0
GG231,-0.0018978107272941826
GG232,0.004065742571886168
GG233,-0.0007683878929486051
GG234,0.008937273027630326
GG235,-0.0
GG236,0.0023301947449813794
GG255,-0.006596784328868566
GG256,-0.01896043450833677
GG257,-0.0027286227752190213
GG258,0.002778445035324946
GG259,0.0019996338032351735
GG260,-0.0017830541485428508
GG261,0.0022950817842701163
GG262,-0.007255734990219268
GG263,0.0012538350326094531
GG264,-0.008772225478265177
GG265,0.0008366882910106026
GG266,0.0031309651516939667
GG267,0.0003010023373836515
GG268,0.0007591970170917801
GG269,-0.0028050994650406893
GG270,-0.0027485359555373522
GG271,0.004629630848203703
GG272,0.0023656240695630352
GG273,0.002716428866416224
GG274,0.003350817269339683
GG275,0.000563139390511154
GG276,-0.011988332147275196
GG277,0.0005378015102282223
GG278,-0.00011388234214893965
GG279,-0.00021401447974718612
GG280,-0.0
GG281,0.020781108398405218
GG282,0.0019026529682148955
GG283,-0.0018966856154033227
GG284,-0.0
GG285,-0.0
GG286,0.0022121207071202054
GG287,0.003493688530010995
GG288,0.01164059901183425
GG289,0.0
GG290,0.01355032885275156
GG291,-0.015349989678848817
GG292,-0.001618806032269897
GG293,-0.0005651280339301094
GG294,-0.0
GG299,0.0011263901390056769
GG300,-0.0023155418586212526
GG301,-0.0025429782013522135
GG302,-0.00397695639316632
GG303,-0.0063668753222260975
GG304,0.0
GG305,-0.0
GG306,0.0
GG307,0.0017942982501329557
GG308,0.0018615005467430897
GG309,-0.011080743265811287
GG310,0.003310554698801452
GG311,-0.0002971923256407658
GG312,0.002829196938232747
GG313,-0.0018568685232633346
GG314,-0.008680338354103046
GG315,-0.003376797231453335
GG316,0.002913230014124442
GG317,0.0
GG318,0.005428946764607838
GG319,-0.007780597340894362
GG320,-0.0
GG321,0.008140206160260495
GG322,-0.006932499735750173
GG323,0.0009993151600794065
GG324,0.013332563635980899
GG325,-0.0025718853539673145
GG326,0.005938231906857558
GG327,0.0011469618415781036
GG328,0.006617304264812269
GG329,-0.00815815062645128
GG330,0.0
GG331,-0.00011275054136533558
GG332,-0.0
GG333,0.004343902646865678
GG334,0.0011293527310427703
GG335,0.0010606417439538805
GG336,0.005144527252068333
GG337,-0.0
GG338,-0.00902955177484493
GG339,-0.0018832184148563445
GG340,-0.0017303972858115815
GG341,-0.0010832622372790592
GG342,0.0006844223383730486
GG343,0.002482285064239846
GG344,0.002575886135765979
GG345,-0.00809856130617528
GG346,0.007839795055318212
GG347,0.005330941783046046
GG348,-0.0005352113475741946
GG349,0.009715347161181592
GG350,0.003192379401127876
GG351,-0.02491502512989123
GG352,0.006990012890719533
GG353,0.010170043406319617
GG354,-0.0026901117593697444
GG355,-0.003881289881466689
GG356,0.002828291856394772
GG357,0.0
GG358,-0.005941916037964619
GG359,0.029203573205252468
GG360,-0.001179573013917494
GG361,0.008199972782182204
GG362,0.0010539176066350414
GG363,0.00199940282501391
GG364,0.020334943273887
GG365,-0.007193470306902865
GG366,0.01104252254242056
GG367,-0.003955765918695237
GG436,-0.0
GG437,0.003121810049710684
GG438,0.0016266836165612227
GG439,-0.01106317854768623
GG440,0.0005257428696152427
GG441,-0.002938090785636239
GG442,-0.007273928544679273
GG443,-0.007274851170614604
GG444,0.0
GG445,0.009606445258414172
GG446,-0.004763951491007091
GG447,-0.005295907652945581
GG634,0.0
GG635,0.010867867299874056
GG636,-0.0002863847903500616
GG637,0.013704617484225778
GG638,-0.005148393436858127
GG639,-0.008364664510992218
GG640,-0.009241924662058006
GG641,-0.0
GG642,0.016312284396775043
GG643,0.010086817099957504
GG644,0.013039418017071858
GG645,0.03864007540679913
GG646,-0.010148256558823055
GG647,-0.007434893407927219
GG648,0.004457023141504767
GG649,0.01678323913793176
GG650,-0.03748446170520718
GG651,-0.003745601396988457
GG652,0.0042282982441970065
GG653,0.0033962803254538494
GG654,-0.008171921974395183
GG655,-0.0
GG656,-0.007304824261774327
GG657,0.04104393058592491
GG479,-0.0
GG480,-0.0032463964599293016
GG481,0.006202490570466777
GG482,0.008943560981616219
GG483,0.0
GG484,-0.009707568585688473
GG485,-0.016976345644797358
GG503,0.011384562177405256
GG504,0.01046453342393879
GG505,0.009604681614713962
GG506,0.006167914105871978
GG507,0.012745682019675905
GG508,0.028803065187637814
GG616,-0.006207061287678507
GG617,-0.002309452244969416
GG618,-0.022424086128013304
GG619,0.0
GG620,0.0030233251060262437
GG621,0.0011105607686405998
GG622,0.0030312702780031253
GG623,-0.001530648592936105
GG624,0.00262063731983726
