principal_comps,coef
1,0.03247720704782971
2,-0.004920072279597521
3,0.003042004785907908
4,-0.020548692960877437
5,0.01611943519050989
6,-0.001172199493855309
7,-0.007641546625879367
8,0.007566862102141662
9,-0.012663377052872718
10,0.004948580860771395
11,0.016300437009474478
12,-0.005144802393186982
13,-0.010183827016861055
14,0.003128832945880348
15,0.0053224931487817866
16,0.01717583436125838
17,-0.004997855726360693
18,0.009541703842730514
19,0.009888761617359926
20,-0.010692102599728238
21,0.0081488174945448
22,-0.003270333196853262
23,-0.004361256620985657
24,-0.013181538546292667
25,-0.0029020811038047833
26,-0.008263985147735848
27,-0.0037070246223479333
28,-0.003586649149969574
29,-0.004416508794740247
30,-0.0037795173289028225
31,0.009391290684327206
32,-0.006851085561535987
33,-0.0019267609202725288
34,-0.0011220194454333516
35,0.005878293679852942
36,0.0022876121368691042
37,-0.0035941203016944855
38,-0.001090142729982523
39,0.007281655317778994
40,0.007504682584575122
41,0.02021894615886879
42,-0.0007210486534675409
43,0.0004379881989447937
44,-0.0
45,0.00515567938043611
46,0.005650719422623174
47,0.0009377273541611708
48,-0.01284857808609716
49,-0.004745335325095436
50,-0.0030194496960205186
51,-0.007776535386585486
52,0.00464084235769018
53,0.010467515703903234
54,0.0033328867037462524
55,0.005771058795106001
56,-0.011903352116838415
57,0.007565832137319629
58,0.0003414362814436291
59,-0.007625092248549635
60,-0.009627968929992074
61,0.0038021101231395602
62,-0.006687296708793995
63,-0.003649328509326572
64,-0.0009885311217729049
65,-0.004647779934782941
66,0.0007843356828751371
67,0.0023878177451603427
68,-0.0
69,0.0026599664475825666
70,-0.004150327099580556
71,0.011848077056788807
72,-0.010180903806024572
73,0.0037218751538833496
74,-0.00041910794280640884
75,-0.0016702332072426674
76,-0.004807152923795985
77,-0.0006098101412769994
78,0.003374302305327289
79,0.0003223534478427905
80,-0.00019326104032950944
81,0.011152999211605043
82,0.010958362092574956
83,-0.005746982851212326
84,-0.0066119981860921495
85,-0.016957236818697895
86,0.0002475031867804627
87,0.00390613196745
88,0.011805717541645552
89,-0.011535647244772877
90,0.0011493758463063473
91,0.0
92,0.010613426457982359
93,0.0043320078131195
94,0.009474568185220526
95,-0.0011503955685715872
96,0.0038316482393776037
97,1.2532922801825672e-05
98,0.003242775359901451
99,-0.0020699821176802862
100,0.002697062440519217
101,-0.0016958634824384292
102,-0.0
103,-0.002500442742164915
104,0.0032222827882051946
105,-0.002462771060810402
106,-0.00033768311250474524
107,-0.006791372969380621
108,0.003233910537977916
109,0.0
110,-0.005295389241178994
111,0.0
112,0.0
113,-0.0034442131565682274
114,-0.0
115,0.004903367913803153
116,-0.0
117,-0.007965933062090437
118,-0.0072511609750098745
119,0.00021697426358651954
120,-7.895229124718752e-06
121,-0.0
122,-0.0003365735609272404
123,0.0
124,0.0
125,-0.0026828010583721603
126,0.0008808429483183443
127,0.0020988159582313115
128,-0.0054520894573098526
129,0.003215595617242131
130,0.008429587022096983
131,-0.0014467281815062202
132,0.0032600616750664045
133,-0.0015888860819543292
134,-0.002144122858568253
135,-0.0146276200947849
136,0.0039442452631943846
137,0.0064268942098819545
138,-0.001422256229029026
139,0.004971487730852074
140,-0.0
141,-0.0
142,0.00286148224745091
143,0.0
144,0.009918682831737852
