,score
AA1472,46.419849167886426
AA1479,38.32734704412957
AA1483,20.916494092760125
AA1481,19.40535295228798
AA1471,11.773391140920022
AA1482,8.91887994264255
AA1484,5.232943728350794
AA1150,5.105867431455448
CC1236,5.050248890416157
AA1480,4.516687312894491
CC1167,3.479740998600889
CC1170,3.4449767128296087
CC964,2.789108469356399
CC954,2.49213827503258
CC1171,2.1357678209108344
CC970,1.8065676048035717
CC1168,1.7066556405715587
CC960,1.6444383374845193
AA151,1.5727704457500002
AA161,1.5493761008841134
AA1561,1.510593403055
AA1462,1.4562928841943918
CC962,1.3678500365018949
AA1464,1.2670328889844549
AA148,1.111013773631579
CC1161,1.0974345982651788
AA132,1.0453335082334303
AA146,1.0424089422727274
CC968,0.969749539811384
AA1552,0.9282314060904909
CC918,0.9192166069437301
CC965,0.9112921283291667
AA1553,0.9030681106774398
CC961,0.8697308288182709
AA133,0.8680082175052632
AA142,0.8668175885
AA1149,0.8617657509113141
AA137,0.8130265620000001
CC1071,0.7876033480500305
CC966,0.7567621323738524
CC956,0.7518150088112454
AA1559,0.7297238842968332
CC959,0.7113554461467249
AA127,0.7082736235900001
AA1137,0.6969024967624999
CC969,0.6355526293515981
AA1564,0.620168686
AA126,0.6127364616011428
CC1073,0.6067689716555555
AA1468,0.5959828838673742
AA136,0.5934463078363638
AA140,0.5929650959999999
CC1270,0.5779357599626154
AA109,0.5368191232010038
CC1237,0.5287619148080388
AA1562,0.510976791
AA1151,0.5005467557885563
CC917,0.4801100945801346
AA111,0.475123167
AA1139,0.4606392835074473
AA120,0.4591029150032827
AA139,0.45544425025000007
AA128,0.44619137309708323
AA1134,0.43832271614755386
AA1454,0.43520525238941515
AA1152,0.43205596011072167
AA138,0.416930643875
CC1169,0.4112967996289108
CC1067,0.382910206895
AA124,0.3810343770694738
CC957,0.37738728229185814
CC1208,0.37675521335599005
AA1470,0.3764591202893651
AA1135,0.37633825811286936
CC951,0.37519093105929546
AA115,0.37395040859163164
AA125,0.3734976659511538
AA1188,0.3627069567883178
AA105,0.356674008814
CC1266,0.35150153255331285
AA1136,0.3477734693245118
CC1162,0.34503371594611826
AA130,0.34421761103507686
AA121,0.3305927894480411
AA1293,0.3234308986202856
AA122,0.32330108552815784
CC1248,0.3209043715905107
AA1133,0.3182059962164294
AA1565,0.3179275026184615
AA1558,0.31515417575166665
AA134,0.3101986279396876
AA1141,0.3065928397907001
AA107,0.30521641589337956
