,score
CC1209,1.230100821430029
CC1204,0.9465277828668622
AA1125,0.8801353685785108
AA1550,0.7229250229113172
CC1245,0.5625267245627602
AA1528,0.5611486448611493
CC1237,0.5435926862180906
CC1196,0.5191469393928749
CC1227,0.5132491034655849
CC1226,0.5099345692530549
AA1552,0.5043573079344207
CC1208,0.4987650603959675
CC1200,0.4972493806442784
AA1548,0.492640532819139
CC1247,0.49202872945734655
CC1202,0.48777259362427605
CC1207,0.4851974673264743
CC1197,0.4775432983846922
CC1241,0.45287449312886774
CC1193,0.4062706191451218
CC1199,0.38104663483096785
AA1549,0.37724506594523505
CC1206,0.3762893075252384
AA1540,0.37482918989328273
CC1225,0.3711235187701357
CC1259,0.3699177635515827
AA1551,0.3497152177593394
CC1194,0.34941410434255543
CC1203,0.3459739084446251
AA1536,0.33877798718137353
CC1195,0.33588432932397966
CC1229,0.32846617959270946
AA1533,0.32206433453680583
CC1224,0.31962979158554655
CC1201,0.31570292143381745
CC1228,0.31356450954765885
AA1537,0.3121388978866036
CC1232,0.3118540298433779
AA1316,0.30994646327100867
CC1243,0.3087357625141556
AA1529,0.3078313451116984
AA1530,0.306210847070149
AA1534,0.30174219286440535
AA1539,0.300490663769773
AA1305,0.30036556585451907
CC1213,0.29940112958409876
AA1532,0.2988295712688827
CC1231,0.29595778373372333
CC1192,0.29586220013447406
AA1527,0.2928570951321405
CC1198,0.2926037641102727
AA1124,0.29116233452482293
AA1538,0.28883063489980504
CC1205,0.2877629271737911
AA1535,0.2860138732299657
CC1216,0.2853127764703795
CC1215,0.28384489643483435
AA1572,0.28325546530884926
CC1214,0.2803315503203053
CC1258,0.27963166626475033
CC1239,0.2778677608613826
AA1541,0.27562176306787195
AA1315,0.2703818589882031
AA1545,0.2681762564636589
CC1267,0.2667375632999207
AA1531,0.265983169517523
CC1217,0.26552394814231917
AA1579,0.26178355248320906
CC1218,0.26156519325202693
CC1230,0.25952865647630147
CC1219,0.2579599447977563
CC1274,0.25653919676189
CC1233,0.25606893189290003
CC1266,0.2545943999971648
CC1235,0.25366450890186626
CC1272,0.25350430084815884
CC1251,0.2528973311459054
CC1220,0.25192553303759263
CC1260,0.2501788864912872
AA1577,0.24993642004750763
CC1273,0.24822165773811494
CC1265,0.2451419474917279
CC1252,0.2312501134703155
CC1253,0.22833135399482607
