principal_comps,coef
1,0.040261075962967866
2,-0.009229572271635372
3,0.005773177436301551
4,-0.025721829730536726
5,0.012098448705884158
6,0.0023023016901002925
7,0.00026982371113817274
8,0.010980293042231172
9,-0.00043750189256569884
10,0.0020411765269317964
11,-0.012871940872630895
12,-0.009074503944228053
13,-0.013379946344841845
14,0.014615821280548088
15,0.0036721585639170073
16,-0.00589796530040185
17,0.007027450595812041
18,0.0003153848351856989
19,-0.002953922577060386
20,-0.005406552635293407
21,0.002931239840465878
22,0.002748460035429021
23,-0.0036486398532008814
24,0.004779363123927308
25,-0.008024473882821851
26,0.004443385069581516
27,-0.0019654353623921833
28,0.009065670840232508
29,0.006544781243737581
30,0.008906161672075778
31,0.005506977129995823
32,0.0018742491918871595
33,-0.003640269195925763
34,0.0
35,-0.0024268441287516027
36,0.0
37,-8.40682454433271e-05
38,0.00015144792885937521
39,0.012701781419993115
40,-0.005844330157125701
41,-0.004686955157444489
42,0.003339045383616311
43,-0.0028585725492076934
44,0.004967553490019485
45,-0.005697780730751447
46,0.0014936349571886185
47,0.008146103349244475
48,-0.012236274721637056
49,-0.0
50,-0.003934179952847115
51,0.008745968979373634
52,0.010115872496122032
53,0.01694413644567835
54,0.002436760322264687
55,0.014156736772757441
56,-0.006624161278022484
57,0.0007884308881877044
58,0.006708414469611693
59,0.0
60,-0.009250117232691191
61,-0.007734960847086488
62,-0.0020783490425720376
63,-0.0007407948919110539
64,-0.0
65,-0.0017710829315577133
66,-0.009455014543005853
67,0.013417138876732074
68,-0.000889348538954657
69,-0.0010092208513583193
70,-0.007432751012726924
71,-0.0023826570533000938
72,-0.0009226287231068576
73,0.015190621925505644
74,0.0027438402050815624
75,0.002783523722378652
76,0.0
77,-0.0007100601938656569
78,-0.003386652592097092
79,0.005758393472699967
80,-0.0019028973272816236
81,0.0
82,0.005840764786605232
83,0.0018799995062528474
84,-0.006332280071817921
85,-0.0003370362098115914
86,0.00889106620251612
87,0.0072575520232910475
88,0.00271844303998594
89,0.010337010229844922
90,0.006270096191884913
91,-0.0062875355894691
92,-0.014218880446221303
