,features,coef
0,EE607,-0.013345275955277016
1,EE608,0.0018561119267746506
2,EE609,-0.0031334340832128854
3,EE925,0.0029679825849087717
4,EE926,0.0022324806275346586
5,EE927,-0.006791645735970686
6,EE928,0.007055295304246832
7,EE929,-0.0016178500597146157
8,EE930,-0.013022447194783822
9,EE931,-0.0034099224736410076
10,EE932,-0.004056456105217206
11,EE933,-0.018238064724792787
12,EE934,0.006871743860028524
13,EE935,0.02068064233174039
14,EE936,-0.010578835072068908
15,EE937,0.009233510836863582
16,EE938,-0.022349460139452285
17,EE939,-0.024698611082324465
18,EE940,-0.0058322054319541175
19,EE941,-0.0011783285585866016
20,EE942,-0.0035074215507125183
21,EE943,0.0009497718048632198
22,EE610,0.008525889223455733
23,EE611,-0.005410967913072457
24,EE612,-0.008427953464773302
25,EE613,-0.0058098775568453526
26,EE614,-0.0058053254549084304
27,EE615,0.02003363973156072
28,EE616,8.228073847986114e-05
29,EE617,-0.006960025586222946
30,EE618,-0.009113782823816434
31,EE619,-0.007274017461185664
32,EE620,0.0023384895508621038
33,EE621,-0.006082360788711234
34,EE622,0.022506381454251906
35,EE634,0.00014443950621556047
36,EE635,-0.031229709316952577
37,EE636,0.0008719661963518706
38,EE637,0.001831736138646704
39,EE520,-0.0049757135555988895
40,EE628,0.0021142486618457267
41,EE629,-0.01628430678233401
42,EE630,-0.002635590625222811
43,EE631,0.0024368116703858134
44,EE632,0.022196916774332876
45,EE633,0.015773929893395273
46,EE623,-0.007267907794025157
47,EE624,0.011126872923250474
48,EE625,-0.0021790897602997888
49,EE626,-0.010538993408014995
50,EE627,-0.013309912270966935
51,EE649,0.0065462811597183125
52,EE650,0.006062711184234773
53,EE651,-0.014488444581384166
54,EE652,0.0417219696761089
55,EE653,0.015596255666253861
56,EE654,-0.0209871748528759
57,EE655,-0.004257639592067569
58,EE656,0.010352970157415417
59,EE657,0.015296029627234965
60,EE658,-0.009198774214275195
61,EE659,-0.006098822261687723
62,EE660,0.015991439570992916
63,EE661,-0.010176062318915522
64,EE662,0.024003074750263385
65,EE663,-0.00383642746553039
66,EE664,-0.0061892514014981696
67,EE665,-0.011894856379049638
68,EE666,0.01781580521349961
69,EE667,0.014159611857299814
70,EE668,-0.017689899035694102
71,EE669,0.018960968964512367
72,EE670,-0.008982829781925652
73,EE403,-0.007113986491864795
74,EE404,-0.0043528385803586304
75,EE405,-0.0024766684709332477
76,EE407,0.005009295289217421
77,EE408,0.004956841691949502
78,EE409,-0.002091440839597036
79,EE410,0.012112235162170228
80,EE411,0.009400523372690026
81,EE412,0.012058041886508207
82,EE413,0.0036509266921125752
83,EE414,0.0026698487362557706
84,EE415,-0.0036470603487948347
85,EE583,0.00200360355267853
86,EE584,0.00347525765463046
87,EE387,-0.005527168269892627
88,EE388,0.010861357473967504
89,EE386,0.0037378870020376674
90,EE392,0.012528700640183351
91,EE393,0.0019149596363638548
92,EE394,-0.022847492457553197
93,EE398,-0.020746891355389707
94,EE399,0.005528701016673224
95,EE874,0.00383962092353403
96,EE875,0.00185435153940497
97,EE876,0.010155078285740776
98,EE416,-0.005848026984133532
99,EE417,0.009646195176072726
100,EE418,0.002677484986700174
101,EE419,-0.0031811139065404063
102,EE420,-0.0072970287709621
103,EE421,0.0004619923100598732
104,EE422,0.0009822032702170684
105,EE423,0.0035547665373960834
106,EE424,-0.007063965214247691
107,EE425,0.0019371602477502988
108,EE426,-0.014765835365592471
109,EE877,0.0018896793292625658
110,EE878,0.0023568887924119496
111,EE435,-0.004656504286188624
112,EE961,-0.0030235823481718585
113,EE903,0.009563496201257505
114,EE904,0.0017725566835249634
115,EE905,-0.009305676790209787
116,EE438,-0.00044736583562014374
117,EE439,0.019189658987735465
118,EE962,0.004909038452201307
119,EE442,0.00039675324161716347
120,EE446,-0.004983867767021567
121,EE447,-0.0037661907021993048
122,EE448,0.004942818203935448
123,EE963,-0.00599589321200065
124,EE964,-0.009964731760013496
125,EE906,0.008508072342016788
126,EE440,-0.00399633438837828
127,EE907,-0.00047465795507398417
128,EE908,0.014022492431770754
129,EE909,0.0031289167061540474
130,EE466,-0.003088439178828039
131,EE467,0.00011899095500968052
132,EE468,0.0019051914893731966
133,EE469,0.003709554695566715
134,EE470,-0.003413047878140123
135,EE471,-0.0014398949370184521
136,EE472,-0.002388236749868605
137,EE473,-0.004571364295849236
138,EE474,-0.001298215471132457
139,EE475,0.0022919330455828126
140,EE476,-0.000822658299974363
141,EE477,7.325064635525097e-06
142,EE478,-0.007248668462685943
143,EE479,-0.005630719149401446
144,EE480,-0.0018268382905426254
145,EE481,-0.010060814061377436
146,EE482,0.013655948655297765
147,EE483,0.010314305997833475
148,EE484,0.008411910764784744
149,EE485,0.009598305174260871
150,EE486,0.005152420751184582
151,EE487,0.009554668997409092
152,EE488,-3.1954269628770536e-05
153,EE489,-0.005922913381399775
154,EE490,-0.0045362086987900275
155,EE491,-0.006730516543617536
156,EE492,-0.007836724878366383
157,EE493,0.001133287878539526
158,EE494,-0.014399448555894288
159,EE495,0.0058052292044867395
160,EE916,-0.0007303149736649027
161,EE917,0.000751971374812129
162,EE918,0.002040447330704572
163,EE919,0.003988702187389384
164,EE920,0.001954982402433303
165,EE921,-0.0012126880344632066
166,EE922,-0.0022253113779915085
167,EE923,0.0020919326308736184
168,EE496,0.020931134392785905
169,EE497,0.02270737927506134
170,EE498,0.005078909485970154
171,EE499,-0.0014832496823982187
172,EE507,-0.00496295260925098
173,EE508,0.003077980368524813
174,EE959,-0.014181259809414102
175,EE512,0.0033359527494095965
176,EE513,-0.002325636743169256
177,EE514,-0.004406858093660061
178,EE521,0.010016901131279194
179,EE522,-0.013603942977854198
180,EE572,-0.0032177456788612425
181,EE573,-0.005256203444921654
182,EE574,0.006905933305027597
183,EE575,0.002907367208305785
184,EE576,-0.023632302478526976
185,EE577,0.014759940625166753
186,EE578,0.008689047490118656
187,EE579,0.001013515239271204
188,EE580,0.012784326954027795
189,EE581,0.006234726878620851
190,EE582,0.005038402651781029
191,EE603,0.010491868772701368
192,EE604,-0.003863763352522178
193,EE605,-0.0033813432389244143
194,EE606,-0.003797839106618568
195,EE671,-0.0049693837905044344
196,EE672,-0.007922428802471402
197,EE673,0.014924874078927512
198,EE674,0.014818090054339431
199,EE675,-0.0077495590932526275
200,EE676,-0.007420737845218778
201,EE677,-0.0058757252071996325
202,EE678,-0.04775242071076477
203,EE679,0.01727306635969742
204,EE680,-0.018799058650635025
205,EE681,0.008137415490115023
206,EE682,0.0008302666233562187
207,EE683,0.005703295540155558
208,EE684,-0.003605996212243789
209,EE685,-0.00863981045565113
210,EE686,-0.011947221866194317
211,EE687,-0.015193405443663783
212,EE688,0.010470349389129219
213,EE689,-0.011755140095836265
214,EE690,-0.020218286183707017
215,EE691,0.005509563591342404
216,EE692,0.009899925656149547
217,EE693,0.0008727681442269684
218,EE694,0.006638893742154659
219,EE695,0.011637342803852629
220,EE696,0.1327283488514206
