,features,coef
0,GG486,-0.0037374416987963634
1,GG487,0.005249582461503213
2,GG488,-0.0020275136075281128
3,GG491,-0.008554770475239575
4,GG492,0.005324170054530002
5,GG493,0.023821733415005653
6,GG494,0.0116544850026646
7,GG495,-0.017377480030326013
8,GG496,-0.0013599308285796082
9,GG497,0.012945580259916153
10,GG498,-0.004569532813988643
11,GG499,-0.004009073901226862
12,GG500,0.012178407794534177
13,GG501,0.0028293855881739577
14,GG502,-0.028754936772622357
15,GG606,-0.003605974235402146
16,GG607,-0.002292257658451466
17,GG608,-0.03589587634189365
18,GG609,0.00723781464193232
19,GG610,-0.009672435472454626
20,GG611,-0.0006857219993507795
21,GG509,-0.002152956618648826
22,GG510,-0.023495730476593514
23,GG511,-0.017787461281686387
24,GG512,0.05103329466368201
25,GG513,0.004380287459214602
26,GG450,-0.0014363907100606622
27,GG451,0.0011571748080920269
28,GG449,0.03595599731043923
29,GG612,0.016101165729666918
30,GG613,-0.026884038108555806
31,GG614,-0.006300973307438178
32,GG615,0.0075960548029984955
33,GG435,0.0017320295935336991
34,GG600,-0.018022574476142094
35,GG601,-0.00012979445995102597
36,GG602,-0.020356799731915974
37,GG603,-0.0030523920452054393
38,GG604,0.02191302010006893
39,GG605,0.021650004684002355
40,GG522,0.0011191644024410056
41,GG523,0.015234849773709484
42,GG524,0.004678566463490593
43,GG525,0.007451818472530998
44,GG526,-0.0012740335410658513
45,GG527,5.8984833617318176e-05
46,GG528,0.010923173476645271
47,GG529,0.010539421854987626
48,GG530,0.031107805484773335
49,GG531,-0.00908389372464648
50,GG532,-0.006072450585458879
51,GG533,0.020018486679275305
52,GG534,0.004278183748456143
53,GG535,0.006433243328748899
54,GG536,0.01952659039659236
55,GG537,-0.0013754166489843567
56,GG538,0.016372358701837408
57,GG539,-0.00888477821590655
58,GG540,0.0281537691624672
59,GG541,0.013052195393811363
60,GG489,0.009570176188658616
61,GG490,0.005370022559505915
62,GG222,0.017909364182535827
63,GG223,0.004872499175575481
64,GG224,-0.002373531424279938
65,GG225,-0.00313290002867421
66,GG237,0.0050768690758963815
67,GG238,0.000984855945586074
68,GG239,0.0005365056736136731
69,GG240,-0.011796247180908806
70,GG241,-0.00859696324976032
71,GG242,-0.0003216521205852722
72,GG226,-0.022288062305286273
73,GG227,0.0001799574880348518
74,GG228,0.011181649076490236
75,GG229,0.01615776366149252
76,GG230,0.0021041667181500826
77,GG383,-0.016840868045252623
78,GG384,-0.0039811659614284
79,GG385,-0.0023612495337519386
80,GG390,0.0037469062150407633
