,score
EE696,7.657061096390392
EE874,4.926702187794593
EE938,4.582224074133279
EE939,4.404871118417115
EE678,4.259136871518291
EE411,3.6940640860884755
EE671,2.9087538294220825
EE935,2.843423682758212
EE689,2.5951562309592213
EE675,2.3224428077765085
EE875,1.8566936945721921
EE635,1.6550881655679768
EE905,1.612182869312546
EE676,1.4222751461219767
EE690,1.3775397447286322
EE508,0.9956800442669178
EE936,0.8763951877252403
EE632,0.8701671850028686
EE674,0.8284866913680076
EE937,0.8240890335041539
EE940,0.7896178994968405
EE629,0.7865185113696432
EE677,0.7762460866788932
EE909,0.7384371132485317
EE622,0.7215256767619478
EE414,0.6879834696926791
EE407,0.6056784959411305
EE652,0.5713761805868546
EE653,0.5654835999010844
EE667,0.5392906386310002
EE634,0.5325936143645665
EE488,0.519140598335839
EE669,0.508768834114209
EE668,0.49861874120515903
EE651,0.4945053314159177
EE507,0.46267931513560495
EE908,0.4563156098304184
EE680,0.45354364849695045
EE415,0.4162273026522039
EE630,0.3808760386698599
EE582,0.3734571121856863
EE687,0.3733902475922269
EE685,0.37031266058235085
EE660,0.36944895190882954
EE659,0.35472163268069457
EE673,0.3535709871485498
EE580,0.35199591051030316
EE943,0.33788219552420257
EE688,0.328577847444372
EE489,0.3219602363448702
EE637,0.3195933313513479
EE876,0.31698528217042715
EE633,0.3159907879493694
EE410,0.3134734830655629
EE495,0.309994272685623
EE654,0.30745504336766544
EE468,0.2940177877538461
EE490,0.29156864245536196
EE631,0.2874444843609739
EE686,0.2863199499080518
EE611,0.2772675106600907
EE657,0.26590488503496934
EE672,0.2655663346937427
EE649,0.26403785283577985
EE628,0.261972765971288
EE670,0.2595826531775084
EE656,0.2595173244015939
EE604,0.25749453496533575
EE655,0.2530649881202857
EE650,0.2499267157091546
EE603,0.24991610572397527
EE658,0.24915682143824414
EE412,0.24223913938988087
EE584,0.23826722415371365
EE930,0.23770402582567887
EE466,0.23430042467816942
EE907,0.2327600330269343
EE626,0.22770073566308627
EE470,0.22685882045772315
EE636,0.22648791350221023
EE683,0.22632754746800454
EE664,0.2199735651471497
EE666,0.21826172843162667
EE962,0.21461754609631292
EE662,0.2095018972081551
EE929,0.2085233467593456
EE695,0.2034913445474307
EE941,0.20156914824345218
EE665,0.20049380246416892
EE934,0.1980482944947178
EE606,0.19213565148874884
EE614,0.19162131728597517
EE413,0.1907321080680258
EE627,0.19021581581472743
EE933,0.18804559916153635
EE521,0.18644186618438752
EE621,0.18589905339103716
EE583,0.18469655079396002
EE623,0.184506458940534
EE693,0.18317313947579106
EE679,0.1797998066193518
EE522,0.17802183081491754
EE439,0.17750737412751785
EE682,0.17750557610234738
EE514,0.17618392120510398
EE605,0.17581245070932094
EE692,0.17514128525966127
EE438,0.1744888911198724
EE497,0.17314680179440023
EE469,0.1723114614979592
EE512,0.17177954246080074
EE903,0.1711122498327344
EE573,0.17094839350718827
EE681,0.17093529335183888
EE959,0.17019122784778976
EE492,0.16797030772849364
EE615,0.16385027328461174
EE625,0.1637989436266513
EE612,0.1632661715649544
EE408,0.1617381664506497
EE694,0.16042123566036365
EE942,0.1595216888476608
EE963,0.15880435881413793
EE440,0.15845420019298845
EE661,0.1582410318495404
EE498,0.1579656654894445
EE499,0.15785796067435434
EE684,0.1551696165786298
EE426,0.15410306501891757
EE403,0.15301506869797418
EE493,0.15222506878074807
EE496,0.15219466124307363
EE663,0.15145220922538855
EE575,0.15095971074070702
EE472,0.14999964138460323
EE487,0.14936444385536835
EE494,0.14849348000975854
EE691,0.1479956002158311
EE579,0.14798169839359357
