principal_comps,coef
1,0.037900693216405906
2,-0.005682542551476208
3,0.00588256068651174
4,-0.02152859058217866
5,0.015127641275988354
6,-0.003964145610802932
7,-0.0065255698775661475
8,0.010160572676892573
9,-0.022603286142891962
10,-0.004782171726167389
11,0.004430337027319562
12,-0.015723104199259402
13,0.008081018531753742
14,-0.010533079158196172
15,0.005907734591897938
16,0.004605218566801107
17,-0.008739535546803939
18,0.005792929620930198
19,0.00629256376439458
20,0.0012573683405541272
21,0.00045832523764881625
22,-0.006814935552036989
23,-0.009356402146312635
24,-0.006661139058224744
25,0.004231891422709054
26,-9.86943123704385e-06
27,-0.004273160081539655
28,-0.0011274167772646621
29,-0.010457541061335118
30,0.000992383365279358
31,-0.005554740633593828
32,-0.0029916712149895552
33,0.01048135631864406
34,-0.0037953061897761354
35,0.0001610410505496026
36,0.006496299972101362
37,0.0025386000596308235
38,0.01008005484209863
39,0.008955883631407355
40,0.00657465788822864
41,0.010415181638165754
42,0.0017722552250879395
43,-0.0012659386283126967
44,0.006753177670482776
45,-0.00712198448876724
46,0.0006923972347598351
47,0.01346339483910171
48,0.0026070037989250907
49,0.0
50,0.0033660498186992667
51,0.0
52,0.008570874043750355
53,0.009975712653051277
54,-0.011486981896397653
55,-0.00011767500425526717
56,-0.0011824413136194629
57,-0.006301698474577414
58,0.01513752576627833
59,-0.0012988417127576574
60,-0.00502983274186384
61,0.00995335510515425
62,0.004114772023771127
63,-0.0018425112314600159
64,0.00027031242902600736
65,-0.0040054076671012
66,0.004061821912745857
67,0.008834453737259593
68,0.008667285773319098
69,0.0
70,-0.008901421264808675
71,-0.010991635862032825
72,0.004162783094822281
73,-0.0023425920212108613
74,0.013133961044037782
75,-0.004979251459693166
76,-0.01026605620836515
77,-0.002664206286210995
78,0.014141569404266795
79,-0.00016983257412897664
80,-0.0021021213513465224
81,0.0007979787985905384
82,-0.00013765689444050923
83,0.01002320036526159
84,0.0003269638986844268
85,-0.002047074204006062
86,-0.0
87,-0.0023767771955786636
88,-0.005529155690006256
89,-0.002970857049234201
90,0.009356123875023652
91,0.0010713702538488498
92,-0.003116561638202376
93,0.011404524841252818
94,0.011961684462298361
95,-0.011551496369506614
96,-0.012605201977806894
97,-0.0
98,0.0007656899580866996
99,-0.006051084384557653
100,0.0034423595202557147
101,0.003134002501555143
102,0.008194683803695228
103,0.0014411379949026274
104,0.00512075332633215
105,-0.006684403018797771
106,-0.0005717440343206188
