,score
0,14.001433128083391
12,8.813554427897573
13,6.16135584505038
4,5.200900793125898
15,3.5493748636757516
16,3.214537630194272
27,2.9752037938085625
37,2.9055438906269027
23,2.6747566595490606
87,2.5133671697572515
38,2.390786240148436
17,2.3214557326620198
1,2.2727096766777692
19,2.267989924639568
42,2.197385005253685
3,2.189373176968439
32,1.9717163272013347
80,1.8893016156838969
70,1.838633014730928
8,1.8092212094257523
74,1.7789053527092993
14,1.764975472813957
47,1.7029710745369275
91,1.6991046540824273
51,1.6935155022108583
9,1.640041106203869
34,1.6270104977688287
48,1.6190725344776336
6,1.5772670540040308
83,1.5599726835622578
10,1.5517939282218074
61,1.4554520345597082
58,1.4449063786973653
162,1.4423047575134313
270,1.429641487437404
52,1.425047446260172
86,1.4135426257779409
73,1.4007978547887163
43,1.3953260780323025
53,1.394107214919633
107,1.3910819126404166
22,1.3862641577086867
154,1.3811895404288785
137,1.373745705168602
69,1.365869794366716
46,1.3409968216215915
90,1.3210625701158756
25,1.3156555343948169
71,1.3125717228243312
11,1.3081873799569832
21,1.3079962495992223
223,1.304167100844971
231,1.3029471801228003
163,1.2997628672190924
24,1.2930175755348359
54,1.2912376870887114
156,1.279505895253734
103,1.2735735194727937
186,1.2707128325012864
184,1.269674268457326
255,1.2664450607316409
5,1.2656415942796615
201,1.2546978931155446
55,1.2526351492962948
98,1.2361016305937176
150,1.2320366901365598
116,1.2249339233084098
7,1.2228858939361054
134,1.2193007638832911
81,1.2180913653647543
29,1.2112727388363003
50,1.207756847772356
198,1.2075384737761332
211,1.1996174471126924
66,1.1960220098884033
164,1.1926081929756722
176,1.1924769543196152
41,1.1900519779917165
244,1.18630103777579
126,1.1847801832302707
95,1.182987049595263
183,1.182861462676885
193,1.1819411299210614
68,1.1801257321346132
281,1.1788968669971267
260,1.1781502178177439
56,1.1769560981110176
170,1.1726306226378629
82,1.1712581359993177
76,1.171084127349553
108,1.1689439388801515
210,1.1669643451191045
268,1.1645973098988371
117,1.162563256314806
122,1.1619556152290458
175,1.1606092617524937
218,1.1601277225954019
135,1.1592599920345443
213,1.158132093798997
121,1.1577422581966899
280,1.1577083408781752
285,1.1544471348229697
179,1.1488779023164835
196,1.1476390050545808
197,1.1470501165383151
62,1.1457082695322924
273,1.1438275756661171
148,1.1430171033269243
252,1.1415248584709186
102,1.1396118625137717
136,1.1394116608859808
279,1.1385579954759193
207,1.13330119045625
93,1.1308935933752549
