,features,coef
0,AA85,-0.0038990108074017493
1,AA86,-0.0008336326942737365
2,AA87,-0.00388390445891041
3,AA88,-0.0039007821393015826
4,AA89,0.006651535290704641
5,AA93,0.043046334403118586
6,AA94,-0.02455427428354153
7,AA95,-0.014407524625300459
8,AA96,-0.010333988951788942
9,AA97,-0.00687236667074707
10,AA98,0.009510196000976221
11,AA100,0.012108386608432106
12,AA101,-0.01353959735093999
13,AA102,0.010477127478826644
14,AA103,0.001806604414492756
15,AA104,0.025856832905093163
16,AA106,0.03715738341287801
17,AA107,-0.03401524573079835
18,AA108,0.00787317000976424
19,AA109,-0.004608643374254682
20,AA110,0.0020387935943522346
21,AA112,-0.015271940991705733
22,AA113,0.016323620594531605
23,AA114,-0.011545893192937865
24,AA115,0.01339461824924721
25,AA116,-0.014755365138956613
26,AA118,-0.008052929772539425
27,AA119,-0.0019295474543882772
28,AA120,0.00019792565272645432
29,AA121,0.0013912870391679898
30,AA122,0.0008445791934408179
31,AA124,0.0005410570021685875
32,AA125,0.004467310946205245
33,AA126,0.0027320713667631728
34,AA127,-0.0007043438398368408
35,AA128,-0.002797078180013667
36,AA130,0.00895903424681429
37,AA131,-0.010131752294261304
38,AA132,0.001973438579904744
39,AA133,-0.002677480120579648
40,AA134,-0.0001467801158465923
41,AA136,-0.005455105706059409
42,AA137,-0.0053537217585815835
43,AA138,0.011334220173786925
44,AA139,0.0019969065441554686
45,AA140,0.003947572617887649
46,AA142,-0.0013577031065351132
47,AA143,0.004954182363542375
48,AA144,0.0010553727491786943
49,AA145,-0.006766990981778944
50,AA146,0.0080963535282352
51,AA147,-0.0028630901477750704
52,AA148,0.0009607030646617935
53,AA149,0.002375135870887954
54,AA150,0.002076621183275359
55,AA151,-0.0018673470478244533
56,AA152,-0.007969819872023212
57,AA153,0.007551417188296579
58,AA154,0.0009518812280870908
59,AA155,0.010392222280951331
60,AA156,-0.011331625094847407
61,AA157,-0.008906058416935569
62,AA158,0.0112912332036457
63,AA159,0.012606788476539935
64,AA160,-0.0003905127250844421
65,AA161,-0.015697379899129206
66,AA162,0.007150101342746955
67,AA1123,0.0012712828965635902
68,AA1124,-0.0026296176223804518
69,AA1125,0.0017222614610712143
70,AA1126,0.015416662070835627
71,AA1127,0.0018600230403497267
72,AA1132,0.01694048186487039
73,AA1133,0.003557249431941613
74,AA1134,0.005731240966990316
75,AA1135,0.008680591370626331
76,AA1136,-0.007285377669720805
77,AA1137,0.015407247826969018
78,AA1138,0.008100569776688254
79,AA1139,0.015435563619970234
80,AA1140,0.016852830869189712
81,AA1141,-0.002794155691229652
82,AA1142,0.007727063092824601
83,AA1143,0.007227085207618856
84,AA1144,0.010828623716965446
85,AA1145,0.006958314543035589
86,AA1146,-0.006209160938086307
87,AA1147,0.0005700135747681214
88,AA1148,0.019305732648377674
89,AA1149,0.012824615588689671
90,AA1150,0.01351643562446381
91,AA1151,0.006959908786685546
92,AA1152,0.003430297066288225
93,AA1153,0.013168134319257816
94,AA1157,0.004209655048123512
95,AA1159,0.010993818153879889
96,AA1160,0.005936768994864398
97,AA1166,0.002503460967903776
98,AA1167,0.016007330408905965
99,AA1172,0.007905351329698211
100,AA1173,0.011621873307608803
101,AA1174,-0.006570076738673357
102,AA1175,-0.009399369110907168
103,AA1176,-0.001549759783990105
104,AA1177,2.502984600133342e-05
105,AA1178,-0.009736281559319743
106,AA1179,-0.012351285149655592
107,AA1180,-0.008540303115458413
108,AA1181,0.015816914267824864
109,AA1182,0.00551095384260933
110,AA1183,-0.004940780240860426
111,AA1184,0.0002749039465732711
112,AA1185,0.02128905507368454
113,AA1186,0.01513234355975906
114,AA1187,0.012401022634026364
115,AA1188,0.013796132422091791
116,AA1189,0.0016981033182333245
117,AA1190,0.005096935756940653
118,AA1191,-0.00011052402218440349
119,AA1192,0.0006668781643069826
120,AA1193,-0.00760327268642145
121,AA1194,0.008511880651587637
122,AA1293,0.004450628045146649
123,AA1294,-1.1059019685292354e-05
124,AA1295,-0.0005818466778128705
125,AA1296,0.01571487377881109
126,AA1297,1.0600082708849684e-05
127,AA1298,-0.014385497946030966
128,AA1300,-0.009632712429082603
129,AA1301,-0.017128931703099246
130,AA1302,-0.0028802184527557616
131,AA1303,0.01657215961124137
132,AA1304,-0.017293728779000046
133,AA1305,-0.005972539205886956
134,AA1309,0.0022186489667052082
135,AA1315,0.006262477479591346
136,AA1316,-0.007292080600482988
137,AA1317,-0.0027555924451080696
138,AA1318,0.00018220721079216474
139,AA1319,-0.002248471834432425
140,AA1320,-0.004150917343847288
141,AA1321,-0.007209131270588101
142,AA1322,-0.0014905598693444203
143,AA1323,-0.005896984097900543
144,AA1324,-0.009643924517021089
145,AA1325,0.0014357555933347315
146,AA1326,-0.011566371448828569
147,AA1327,-0.01107213964510493
148,AA1328,0.0015448723976772966
149,AA1452,-0.0004847152920719024
150,AA1453,0.0033671274573210614
151,AA1454,-0.0023286301332236387
152,AA1455,0.0002467485509974037
153,AA1456,0.0039173894419346905
154,AA1457,0.0010415268745039528
155,AA1458,0.003755904523013981
156,AA1459,-0.00113971561599219
157,AA1460,0.009032082114731329
158,AA1461,-0.005221344150737704
159,AA1462,-0.007370862834705539
160,AA1463,-0.002884830994890655
161,AA1464,0.008327570085922257
162,AA1465,0.007070294289668202
163,AA1466,-1.1939300658472818e-06
164,AA1467,-0.009602243975813662
165,AA1468,0.0002623070506871253
166,AA1469,-0.00541784890422806
167,AA1470,-0.0035663433604769586
168,AA1471,0.012569740196834402
169,AA1472,0.00899352643186382
170,AA1473,0.0023475126722263956
171,AA1474,-0.0004197022432186571
172,AA1475,0.000700494180047995
173,AA1476,0.0013025362145815834
174,AA1477,-0.005204563122168598
175,AA1478,-0.025549367178762918
176,AA1479,-0.02066645075689206
177,AA1480,-0.0039170204380718585
178,AA1481,-0.016482095164750674
179,AA1482,-0.007696128466762472
180,AA1483,0.00874298885085618
181,AA1484,-0.004919426318554498
182,AA1485,-0.0007482669053113788
183,AA1486,0.0013785597978294602
184,AA1487,-0.00029438397919534075
185,AA1488,0.006308191359838853
186,AA1527,-0.0002931886141956698
187,AA1528,-0.0003099471100054935
188,AA1529,-0.0033684877339509043
189,AA1530,0.0016642103746478672
190,AA1531,0.010669832846019744
191,AA1532,-0.009776362095332041
192,AA1533,-0.0026352489065958502
193,AA1534,-0.012136961626990541
194,AA1535,0.004156794224960451
195,AA1536,0.0017491181385205284
196,AA1537,0.000542393112324068
197,AA1538,0.004905651109444676
198,AA1539,0.008691370666083402
199,AA1540,5.780993821352014e-05
200,AA1541,0.0021574976834666153
201,AA1545,-0.0026218354674092774
202,AA1546,0.002157777931746003
203,AA1547,-0.0026216937393124494
204,AA1548,0.006641069402601886
205,AA1549,0.011862876045935809
206,AA1550,0.002266308662874161
207,AA1551,-4.698495886793809e-05
208,AA1552,0.02586472370208829
209,AA1553,-0.007152643479137222
210,AA1554,0.00572106528978558
211,AA1555,-0.013174737753993127
212,AA1556,-0.007563062376730351
213,AA1557,0.01646911212823373
214,AA1558,-0.008553015138669108
215,AA1559,-0.007219769881074212
216,AA1560,-0.0036395985316377524
217,AA1561,-0.00790155879387872
218,AA1562,-0.008560752935157772
219,AA1563,0.02209918957559403
220,AA1564,0.010035774025678273
221,AA1565,-0.007672783382673698
222,AA1566,-0.006421633800607274
223,AA1567,-0.005037544497241834
224,AA1568,-0.0004763280901180424
225,AA1569,0.006731280106252957
226,AA1570,-0.0008973692578888226
227,AA1571,0.0011770430772635476
228,AA1572,-0.0062689998254946075
229,AA1573,-0.00047642530891098614
230,AA1574,-0.009793245606260059
