features,coef
AA1479,-0.006526780699184199
AA1480,-0.013876942129458308
AA1481,-0.0
AA1482,-0.013544704414874388
AA1483,-0.009936085147480792
AA1484,-0.00297511332437518
AA1485,-0.007507032049592653
AA1486,-0.0
AA1487,0.0
AA1488,-0.004723009439257534
AA1527,0.009350046266028379
AA1528,-0.00499583638724284
AA1529,0.0
AA1530,0.0009932298401868177
AA1531,0.0007343725374361873
AA1532,-0.0
AA1533,-0.0
AA1534,-0.0
AA1535,-0.0
AA1536,-0.0
AA1537,-0.0046811241836064756
AA1538,0.003065500236527043
AA1539,-0.0037737703728558257
AA1540,-0.003617167159860508
AA1541,-0.0
AA1545,-0.0
AA1546,0.0016187834878250212
AA1547,-0.0
AA1548,0.007121455919442328
AA1549,-0.0
AA1550,-0.001999640647228657
AA1551,-0.0
AA1552,0.017287824702482826
AA1553,0.0
AA1554,0.0
AA1555,-0.0
AA1556,-0.0
AA1557,-0.0
AA1558,0.0038136915655496294
AA1559,0.0
AA1560,0.0020201702860174835
AA1561,0.004112156360556971
AA1562,0.004596397783761402
AA1563,0.0
AA1564,0.005129725373791683
AA1565,0.0
AA1566,0.0
AA1567,0.0
AA1568,-0.0
AA1569,0.0
AA1570,-0.0
AA1571,0.0
AA1572,-0.001614013001145279
AA1573,-0.0
AA1574,-0.0
AA1575,-0.0
AA1576,0.0
AA1577,0.0
AA1578,-0.003065491451930021
AA1579,-0.0
CC909,0.0
CC910,-0.0
CC911,-0.0
CC912,-0.0
CC913,0.009175489997646242
CC914,0.0
CC915,0.005694660622486232
CC917,0.019767418810042094
CC918,0.0
CC919,-0.0
CC920,0.007605174601409412
CC921,-0.0
CC922,0.00747288881921957
CC923,-0.005483160595337118
CC924,0.0
CC925,-0.0037942890408107065
CC926,-0.0023346039721431643
CC927,-0.0
CC928,-0.0
CC929,-0.0043938034722643005
CC935,-0.0
CC936,0.0
CC937,0.0036382941868768194
CC940,0.001234322948794935
CC941,-0.0
CC942,0.0
CC943,0.0
CC944,-0.0
CC945,-0.0
CC946,-0.0
CC948,0.0
CC949,0.0
CC950,0.012932122281135404
CC951,0.0
CC952,0.0
CC953,0.0
CC954,0.005039325277661417
CC956,-0.0
CC957,0.006253516127929161
CC958,0.0014345394790114447
CC959,0.00844999316411915
CC960,0.0010931586609005358
CC961,0.0026562241297070827
CC962,0.0032162525837777568
CC964,-0.0
CC965,0.005035230224446046
CC966,0.0
CC967,0.005545615899104616
CC968,0.0042086712414246465
CC969,0.010335095732461119
CC970,-0.0
CC1067,-0.0
CC1068,-0.0
CC1069,-0.00030443567648434395
CC1070,-0.0178839150437214
CC1071,-0.0
CC1072,-0.0
CC1073,-0.0
CC1074,-0.0
CC1156,-0.007516338022159885
CC1157,0.0037499419205642022
CC1158,0.0
CC1159,-0.0
CC1160,-0.006988944787136577
CC1161,0.000557762980127387
CC1162,0.006746251918181184
CC1163,-0.0
CC1164,0.0
CC1165,0.0
CC1166,0.0
CC1167,-0.0
CC1168,0.006801833447538413
CC1169,0.03229275068432805
CC1170,0.014544251634510319
CC1171,0.0
CC1172,0.0
CC1173,-0.0
CC1174,0.0
CC1175,0.007236541682047797
CC1176,-0.0
CC1177,0.0
CC1178,-0.009456891598853278
CC1179,-0.0
CC1180,-0.0
CC1181,-0.0
CC1192,-0.0
CC1193,0.0
CC1194,-0.002428984479065436
CC1195,0.003992340515556903
CC1196,0.0
CC1197,-0.0
CC1198,0.0
CC1199,0.0
CC1200,0.0010585368136170764
CC1201,0.0
CC1202,0.0
CC1203,-0.0
CC1204,0.0
CC1205,0.0060638546532150355
CC1206,0.0021877822386480034
CC1207,0.010549366788423688
CC1208,0.0
CC1209,0.0
CC1210,0.0
CC1211,-0.0010960491196896933
CC1212,-0.0012448985735298162
CC1213,-0.000450498602017002
CC1214,0.0007202104427674724
CC1215,-0.0
CC1216,0.0
CC1217,0.0
CC1218,0.0
CC1219,-0.0
CC1220,-0.0
CC1224,0.0
CC1225,-0.0033043555967639544
CC1226,-0.0
CC1227,0.0030400001100299424
CC1228,-0.0
CC1229,-0.0
CC1230,0.0
CC1231,0.00639375564890427
CC1232,-0.01103868690158641
CC1233,-0.002895638331640971
CC1234,0.0
CC1235,0.013260484324150185
CC1236,0.0
CC1237,0.0
CC1238,0.0
CC1239,-0.0
CC1240,0.0
CC1241,0.0
CC1242,0.005174987660736677
CC1243,0.0
CC1244,-0.0
CC1245,0.0
CC1246,0.0
CC1247,0.00216825882958508
CC1248,-0.0
CC1250,-0.003698372881376093
CC1251,0.0
CC1252,-0.014460479917699652
CC1253,-0.0
CC1254,0.0
CC1255,0.0
CC1256,0.0
CC1257,0.011004760945347773
CC1258,-0.0016096086899702365
CC1259,0.0012768217495020885
CC1260,0.0
CC1261,0.0
CC1262,0.0
CC1263,-0.0
CC1264,-0.0027387990386813724
CC1265,-0.00039815720776137153
CC1266,0.004619060982891694
CC1267,3.900007959563898e-05
CC1268,0.0
CC1269,-0.018947417653969338
CC1270,-0.0
CC1271,0.0
CC1272,-0.0
CC1273,0.0044889824359119245
CC1274,0.004462244070800399
CC1275,0.0
CC1276,0.0
CC1277,-0.0
CC1278,-0.0
AA99,-0.0
AA105,-0.0009420295880858617
AA111,-0.0
AA117,-0.0
AA123,-0.0
AA129,-0.0
AA135,-0.0
AA141,-0.000247002798539621
AA163,-0.0017167973588303974
AA1128,-0.0
AA1129,0.0011732506668936228
AA1130,-0.0
AA1131,-0.0
AA1161,-0.0
AA1162,-0.0011522057054790193
AA1163,-0.0
AA1164,-0.0
